run_id	phase	setting	shift_family	severity	application_mode	max_samples	shift_seed
phase1full_clean_all_fov_right_loss_stress_all_shifted_seed0	phase1full	clean_all	fov_right_loss	stress	all_shifted		0
phase1full_clean_all_fov_top_loss_s2_rsu_shifted_only_seed0	phase1full	clean_all	fov_top_loss	s2	rsu_shifted_only		0
phase1full_clean_all_fov_top_loss_stress_vehicle_shifted_only_seed0	phase1full	clean_all	fov_top_loss	stress	vehicle_shifted_only		0
phase1full_clean_all_fov_bottom_loss_s3_all_shifted_seed0	phase1full	clean_all	fov_bottom_loss	s3	all_shifted		0
phase1full_clean_all_camera_crash_s1_all_shifted_seed0	phase1full	clean_all	camera_crash	s1	all_shifted		0
phase1full_clean_all_camera_crash_s3_all_shifted_seed0	phase1full	clean_all	camera_crash	s3	all_shifted		0
phase1full_clean_all_resolution_s1_all_shifted_seed0	phase1full	clean_all	resolution	s1	all_shifted		0
phase1full_clean_all_resolution_s3_all_shifted_seed0	phase1full	clean_all	resolution	s3	all_shifted		0
phase1full_clean_all_pose_noise_s1_all_shifted_seed0	phase1full	clean_all	pose_noise	s1	all_shifted		0
phase1full_clean_all_pose_noise_s3_all_shifted_seed0	phase1full	clean_all	pose_noise	s3	all_shifted		0
phase1full_clean_all_color_quant_s1_all_shifted_seed0	phase1full	clean_all	color_quant	s1	all_shifted		0
phase1full_clean_all_color_quant_s3_all_shifted_seed0	phase1full	clean_all	color_quant	s3	all_shifted		0
phase1full_clean_all_brightness_s1_all_shifted_seed0	phase1full	clean_all	brightness	s1	all_shifted		0
phase1full_clean_all_brightness_s3_all_shifted_seed0	phase1full	clean_all	brightness	s3	all_shifted		0
phase1full_clean_all_darkness_s1_all_shifted_seed0	phase1full	clean_all	darkness	s1	all_shifted		0
phase1full_clean_all_darkness_s3_all_shifted_seed0	phase1full	clean_all	darkness	s3	all_shifted		0
phase1full_clean_all_contrast_s1_all_shifted_seed0	phase1full	clean_all	contrast	s1	all_shifted		0
phase1full_clean_all_contrast_s3_all_shifted_seed0	phase1full	clean_all	contrast	s3	all_shifted		0
phase1full_clean_all_motion_blur_s1_all_shifted_seed0	phase1full	clean_all	motion_blur	s1	all_shifted		0
phase1full_clean_all_motion_blur_s2_rsu_shifted_only_seed0	phase1full	clean_all	motion_blur	s2	rsu_shifted_only		0
phase1full_clean_all_motion_blur_s3_vehicle_shifted_only_seed0	phase1full	clean_all	motion_blur	s3	vehicle_shifted_only		0
phase1full_clean_all_defocus_blur_s1_all_shifted_seed0	phase1full	clean_all	defocus_blur	s1	all_shifted		0
phase1full_clean_all_defocus_blur_s2_rsu_shifted_only_seed0	phase1full	clean_all	defocus_blur	s2	rsu_shifted_only		0
phase1full_clean_all_defocus_blur_s3_vehicle_shifted_only_seed0	phase1full	clean_all	defocus_blur	s3	vehicle_shifted_only		0
phase1full_clean_all_jpeg_s1_all_shifted_seed0	phase1full	clean_all	jpeg	s1	all_shifted		0
phase1full_clean_all_jpeg_s2_rsu_shifted_only_seed0	phase1full	clean_all	jpeg	s2	rsu_shifted_only		0
phase1full_clean_all_jpeg_s3_vehicle_shifted_only_seed0	phase1full	clean_all	jpeg	s3	vehicle_shifted_only		0
phase1full_clean_all_fog_s1_all_shifted_seed0	phase1full	clean_all	fog	s1	all_shifted		0
phase1full_clean_all_fog_s2_rsu_shifted_only_seed0	phase1full	clean_all	fog	s2	rsu_shifted_only		0
phase1full_clean_all_fog_s3_vehicle_shifted_only_seed0	phase1full	clean_all	fog	s3	vehicle_shifted_only		0
phase1full_clean_all_rain_s1_all_shifted_seed0	phase1full	clean_all	rain	s1	all_shifted		0
phase1full_clean_all_rain_s2_rsu_shifted_only_seed0	phase1full	clean_all	rain	s2	rsu_shifted_only		0
phase1full_clean_all_rain_s3_vehicle_shifted_only_seed0	phase1full	clean_all	rain	s3	vehicle_shifted_only		0
phase1full_clean_all_snow_s1_all_shifted_seed0	phase1full	clean_all	snow	s1	all_shifted		0
phase1full_clean_all_snow_s2_rsu_shifted_only_seed0	phase1full	clean_all	snow	s2	rsu_shifted_only		0
phase1full_clean_all_snow_s3_vehicle_shifted_only_seed0	phase1full	clean_all	snow	s3	vehicle_shifted_only		0
phase1full_clean_all_snow_stress_all_shifted_seed0	phase1full	clean_all	snow	stress	all_shifted		0
phase1full_clean_all_snow_stress_rsu_shifted_only_seed0	phase1full	clean_all	snow	stress	rsu_shifted_only		0
phase1full_clean_all_snow_stress_vehicle_shifted_only_seed0	phase1full	clean_all	snow	stress	vehicle_shifted_only		0
phase1full_clean_all_compound_lcf_mild_all_shifted_seed0	phase1full	clean_all	compound_lcf	mild	all_shifted		0
phase1full_clean_all_compound_lcf_mid_all_shifted_seed0	phase1full	clean_all	compound_lcf	mid	all_shifted		0
phase1full_clean_all_compound_lcf_severe_all_shifted_seed0	phase1full	clean_all	compound_lcf	severe	all_shifted		0
phase1full_clean_all_compound_lcf_stress_all_shifted_seed0	phase1full	clean_all	compound_lcf	stress	all_shifted		0
phase1full_clean_all_compound_avail_mild_all_shifted_seed0	phase1full	clean_all	compound_avail	mild	all_shifted		0
phase1full_clean_all_compound_avail_mid_all_shifted_seed0	phase1full	clean_all	compound_avail	mid	all_shifted		0
phase1full_clean_all_compound_avail_severe_all_shifted_seed0	phase1full	clean_all	compound_avail	severe	all_shifted		0
phase1full_clean_all_compound_avail_stress_all_shifted_seed0	phase1full	clean_all	compound_avail	stress	all_shifted		0
phase1full_clean_all_compound_photo_comm_mild_all_shifted_seed0	phase1full	clean_all	compound_photo_comm	mild	all_shifted		0
phase1full_clean_all_compound_photo_comm_mid_all_shifted_seed0	phase1full	clean_all	compound_photo_comm	mid	all_shifted		0
phase1full_clean_all_compound_photo_comm_severe_all_shifted_seed0	phase1full	clean_all	compound_photo_comm	severe	all_shifted		0
phase1full_clean_all_compound_photo_comm_stress_all_shifted_seed0	phase1full	clean_all	compound_photo_comm	stress	all_shifted		0
