run_id	phase	setting	shift_family	severity	application_mode	shift_seed	max_samples
phase1full_clean_all_snow_stress_rsu_shifted_only_seed0	phase1full	clean_all	snow	stress	rsu_shifted_only	0	
phase1full_clean_all_snow_stress_vehicle_shifted_only_seed0	phase1full	clean_all	snow	stress	vehicle_shifted_only	0	
phase1full_clean_all_compound_lcf_mild_all_shifted_seed0	phase1full	clean_all	compound_lcf	mild	all_shifted	0	
phase1full_clean_all_compound_lcf_mid_all_shifted_seed0	phase1full	clean_all	compound_lcf	mid	all_shifted	0	
phase1full_clean_all_compound_lcf_severe_all_shifted_seed0	phase1full	clean_all	compound_lcf	severe	all_shifted	0	
phase1full_clean_all_compound_lcf_stress_all_shifted_seed0	phase1full	clean_all	compound_lcf	stress	all_shifted	0	
phase1full_clean_all_compound_avail_mild_all_shifted_seed0	phase1full	clean_all	compound_avail	mild	all_shifted	0	
phase1full_clean_all_compound_avail_mid_all_shifted_seed0	phase1full	clean_all	compound_avail	mid	all_shifted	0	
phase1full_clean_all_compound_avail_severe_all_shifted_seed0	phase1full	clean_all	compound_avail	severe	all_shifted	0	
phase1full_clean_all_compound_avail_stress_all_shifted_seed0	phase1full	clean_all	compound_avail	stress	all_shifted	0	
phase1full_clean_all_compound_photo_comm_mild_all_shifted_seed0	phase1full	clean_all	compound_photo_comm	mild	all_shifted	0	
phase1full_clean_all_compound_photo_comm_mid_all_shifted_seed0	phase1full	clean_all	compound_photo_comm	mid	all_shifted	0	
phase1full_clean_all_compound_photo_comm_severe_all_shifted_seed0	phase1full	clean_all	compound_photo_comm	severe	all_shifted	0	
phase1full_clean_all_compound_photo_comm_stress_all_shifted_seed0	phase1full	clean_all	compound_photo_comm	stress	all_shifted	0	
phase1full_clean_all_latency_det_s1_rsu_shifted_only_seed0	phase1full	clean_all	latency_det	s1	rsu_shifted_only	0	
phase1full_clean_all_latency_det_s3_vehicle_shifted_only_seed0	phase1full	clean_all	latency_det	s3	vehicle_shifted_only	0	
phase1full_clean_all_latency_jitter_s2_all_shifted_seed0	phase1full	clean_all	latency_jitter	s2	all_shifted	0	
phase1full_clean_all_latency_jitter_stress_rsu_shifted_only_seed0	phase1full	clean_all	latency_jitter	stress	rsu_shifted_only	0	
phase1full_clean_all_frame_lost_hold_s2_vehicle_shifted_only_seed0	phase1full	clean_all	frame_lost_hold	s2	vehicle_shifted_only	0	
phase1full_clean_all_frame_lost_zero_s1_all_shifted_seed0	phase1full	clean_all	frame_lost_zero	s1	all_shifted	0	
phase1full_clean_all_frame_lost_zero_s3_rsu_shifted_only_seed0	phase1full	clean_all	frame_lost_zero	s3	rsu_shifted_only	0	
phase1full_clean_all_packet_drop_s1_vehicle_shifted_only_seed0	phase1full	clean_all	packet_drop	s1	vehicle_shifted_only	0	
phase1full_clean_all_packet_drop_stress_all_shifted_seed0	phase1full	clean_all	packet_drop	stress	all_shifted	0	
phase1full_clean_all_bandwidth_cap_s2_rsu_shifted_only_seed0	phase1full	clean_all	bandwidth_cap	s2	rsu_shifted_only	0	
phase1full_clean_all_bandwidth_cap_stress_vehicle_shifted_only_seed0	phase1full	clean_all	bandwidth_cap	stress	vehicle_shifted_only	0	
phase1full_clean_all_fov_center_s3_all_shifted_seed0	phase1full	clean_all	fov_center	s3	all_shifted	0	
phase1full_clean_all_fov_left_loss_s1_rsu_shifted_only_seed0	phase1full	clean_all	fov_left_loss	s1	rsu_shifted_only	0	
phase1full_clean_all_fov_left_loss_s3_vehicle_shifted_only_seed0	phase1full	clean_all	fov_left_loss	s3	vehicle_shifted_only	0	
phase1full_clean_all_fov_right_loss_s2_all_shifted_seed0	phase1full	clean_all	fov_right_loss	s2	all_shifted	0	
phase1full_clean_all_fov_right_loss_stress_rsu_shifted_only_seed0	phase1full	clean_all	fov_right_loss	stress	rsu_shifted_only	0	
phase1full_clean_all_fov_top_loss_s2_vehicle_shifted_only_seed0	phase1full	clean_all	fov_top_loss	s2	vehicle_shifted_only	0	
phase1full_clean_all_fov_bottom_loss_s1_all_shifted_seed0	phase1full	clean_all	fov_bottom_loss	s1	all_shifted	0	
phase1full_clean_all_fov_bottom_loss_s3_rsu_shifted_only_seed0	phase1full	clean_all	fov_bottom_loss	s3	rsu_shifted_only	0	
phase1full_clean_all_camera_crash_s1_rsu_shifted_only_seed0	phase1full	clean_all	camera_crash	s1	rsu_shifted_only	0	
phase1full_clean_all_camera_crash_s3_rsu_shifted_only_seed0	phase1full	clean_all	camera_crash	s3	rsu_shifted_only	0	
phase1full_clean_all_resolution_s1_rsu_shifted_only_seed0	phase1full	clean_all	resolution	s1	rsu_shifted_only	0	
phase1full_clean_all_resolution_s3_rsu_shifted_only_seed0	phase1full	clean_all	resolution	s3	rsu_shifted_only	0	
phase1full_clean_all_pose_noise_s1_rsu_shifted_only_seed0	phase1full	clean_all	pose_noise	s1	rsu_shifted_only	0	
phase1full_clean_all_pose_noise_s3_rsu_shifted_only_seed0	phase1full	clean_all	pose_noise	s3	rsu_shifted_only	0	
phase1full_clean_all_color_quant_s1_rsu_shifted_only_seed0	phase1full	clean_all	color_quant	s1	rsu_shifted_only	0	
phase1full_clean_all_color_quant_s3_rsu_shifted_only_seed0	phase1full	clean_all	color_quant	s3	rsu_shifted_only	0	
phase1full_clean_all_brightness_s1_rsu_shifted_only_seed0	phase1full	clean_all	brightness	s1	rsu_shifted_only	0	
phase1full_clean_all_brightness_s3_rsu_shifted_only_seed0	phase1full	clean_all	brightness	s3	rsu_shifted_only	0	
phase1full_clean_all_darkness_s1_rsu_shifted_only_seed0	phase1full	clean_all	darkness	s1	rsu_shifted_only	0	
phase1full_clean_all_darkness_s3_rsu_shifted_only_seed0	phase1full	clean_all	darkness	s3	rsu_shifted_only	0	
phase1full_clean_all_contrast_s1_rsu_shifted_only_seed0	phase1full	clean_all	contrast	s1	rsu_shifted_only	0	
phase1full_clean_all_contrast_s3_rsu_shifted_only_seed0	phase1full	clean_all	contrast	s3	rsu_shifted_only	0	
phase1full_clean_all_motion_blur_s1_rsu_shifted_only_seed0	phase1full	clean_all	motion_blur	s1	rsu_shifted_only	0	
phase1full_clean_all_motion_blur_s2_vehicle_shifted_only_seed0	phase1full	clean_all	motion_blur	s2	vehicle_shifted_only	0	
phase1full_clean_all_motion_blur_stress_all_shifted_seed0	phase1full	clean_all	motion_blur	stress	all_shifted	0	
phase1full_clean_all_defocus_blur_s1_rsu_shifted_only_seed0	phase1full	clean_all	defocus_blur	s1	rsu_shifted_only	0	
phase1full_clean_all_defocus_blur_s2_vehicle_shifted_only_seed0	phase1full	clean_all	defocus_blur	s2	vehicle_shifted_only	0	
phase1full_clean_all_defocus_blur_stress_all_shifted_seed0	phase1full	clean_all	defocus_blur	stress	all_shifted	0	
phase1full_clean_all_jpeg_s1_rsu_shifted_only_seed0	phase1full	clean_all	jpeg	s1	rsu_shifted_only	0	
phase1full_clean_all_jpeg_s2_vehicle_shifted_only_seed0	phase1full	clean_all	jpeg	s2	vehicle_shifted_only	0	
phase1full_clean_all_jpeg_stress_all_shifted_seed0	phase1full	clean_all	jpeg	stress	all_shifted	0	
phase1full_clean_all_fog_s1_rsu_shifted_only_seed0	phase1full	clean_all	fog	s1	rsu_shifted_only	0	
phase1full_clean_all_fog_s2_vehicle_shifted_only_seed0	phase1full	clean_all	fog	s2	vehicle_shifted_only	0	
phase1full_clean_all_fog_stress_all_shifted_seed0	phase1full	clean_all	fog	stress	all_shifted	0	
phase1full_clean_all_rain_s1_rsu_shifted_only_seed0	phase1full	clean_all	rain	s1	rsu_shifted_only	0	
phase1full_clean_all_rain_s2_vehicle_shifted_only_seed0	phase1full	clean_all	rain	s2	vehicle_shifted_only	0	
phase1full_clean_all_rain_stress_all_shifted_seed0	phase1full	clean_all	rain	stress	all_shifted	0	
phase1full_clean_all_snow_s1_rsu_shifted_only_seed0	phase1full	clean_all	snow	s1	rsu_shifted_only	0	
phase1full_clean_all_snow_s2_vehicle_shifted_only_seed0	phase1full	clean_all	snow	s2	vehicle_shifted_only	0	
phase1full_clean_all_latency_det_s1_vehicle_shifted_only_seed0	phase1full	clean_all	latency_det	s1	vehicle_shifted_only	0	
phase1full_clean_all_latency_det_stress_all_shifted_seed0	phase1full	clean_all	latency_det	stress	all_shifted	0	
phase1full_clean_all_latency_jitter_s2_rsu_shifted_only_seed0	phase1full	clean_all	latency_jitter	s2	rsu_shifted_only	0	
phase1full_clean_all_latency_jitter_stress_vehicle_shifted_only_seed0	phase1full	clean_all	latency_jitter	stress	vehicle_shifted_only	0	
phase1full_clean_all_frame_lost_hold_s3_all_shifted_seed0	phase1full	clean_all	frame_lost_hold	s3	all_shifted	0	
phase1full_clean_all_frame_lost_zero_s1_rsu_shifted_only_seed0	phase1full	clean_all	frame_lost_zero	s1	rsu_shifted_only	0	
phase1full_clean_all_frame_lost_zero_s3_vehicle_shifted_only_seed0	phase1full	clean_all	frame_lost_zero	s3	vehicle_shifted_only	0	
phase1full_clean_all_packet_drop_s2_all_shifted_seed0	phase1full	clean_all	packet_drop	s2	all_shifted	0	
phase1full_clean_all_packet_drop_stress_rsu_shifted_only_seed0	phase1full	clean_all	packet_drop	stress	rsu_shifted_only	0	
phase1full_clean_all_bandwidth_cap_s2_vehicle_shifted_only_seed0	phase1full	clean_all	bandwidth_cap	s2	vehicle_shifted_only	0	
phase1full_clean_all_fov_center_s1_all_shifted_seed0	phase1full	clean_all	fov_center	s1	all_shifted	0	
phase1full_clean_all_fov_center_s3_rsu_shifted_only_seed0	phase1full	clean_all	fov_center	s3	rsu_shifted_only	0	
phase1full_clean_all_fov_left_loss_s1_vehicle_shifted_only_seed0	phase1full	clean_all	fov_left_loss	s1	vehicle_shifted_only	0	
phase1full_clean_all_fov_left_loss_stress_all_shifted_seed0	phase1full	clean_all	fov_left_loss	stress	all_shifted	0	
phase1full_clean_all_fov_right_loss_s2_rsu_shifted_only_seed0	phase1full	clean_all	fov_right_loss	s2	rsu_shifted_only	0	
phase1full_clean_all_fov_right_loss_stress_vehicle_shifted_only_seed0	phase1full	clean_all	fov_right_loss	stress	vehicle_shifted_only	0	
phase1full_clean_all_fov_top_loss_s3_all_shifted_seed0	phase1full	clean_all	fov_top_loss	s3	all_shifted	0	
phase1full_clean_all_fov_bottom_loss_s1_rsu_shifted_only_seed0	phase1full	clean_all	fov_bottom_loss	s1	rsu_shifted_only	0	
phase1full_clean_all_fov_bottom_loss_s3_vehicle_shifted_only_seed0	phase1full	clean_all	fov_bottom_loss	s3	vehicle_shifted_only	0	
phase1full_clean_all_camera_crash_s1_vehicle_shifted_only_seed0	phase1full	clean_all	camera_crash	s1	vehicle_shifted_only	0	
phase1full_clean_all_camera_crash_s3_vehicle_shifted_only_seed0	phase1full	clean_all	camera_crash	s3	vehicle_shifted_only	0	
phase1full_clean_all_resolution_s1_vehicle_shifted_only_seed0	phase1full	clean_all	resolution	s1	vehicle_shifted_only	0	
phase1full_clean_all_resolution_s3_vehicle_shifted_only_seed0	phase1full	clean_all	resolution	s3	vehicle_shifted_only	0	
phase1full_clean_all_pose_noise_s1_vehicle_shifted_only_seed0	phase1full	clean_all	pose_noise	s1	vehicle_shifted_only	0	
phase1full_clean_all_pose_noise_s3_vehicle_shifted_only_seed0	phase1full	clean_all	pose_noise	s3	vehicle_shifted_only	0	
phase1full_clean_all_color_quant_s1_vehicle_shifted_only_seed0	phase1full	clean_all	color_quant	s1	vehicle_shifted_only	0	
phase1full_clean_all_color_quant_s3_vehicle_shifted_only_seed0	phase1full	clean_all	color_quant	s3	vehicle_shifted_only	0	
phase1full_clean_all_brightness_s1_vehicle_shifted_only_seed0	phase1full	clean_all	brightness	s1	vehicle_shifted_only	0	
phase1full_clean_all_brightness_s3_vehicle_shifted_only_seed0	phase1full	clean_all	brightness	s3	vehicle_shifted_only	0	
phase1full_clean_all_darkness_s1_vehicle_shifted_only_seed0	phase1full	clean_all	darkness	s1	vehicle_shifted_only	0	
phase1full_clean_all_darkness_s3_vehicle_shifted_only_seed0	phase1full	clean_all	darkness	s3	vehicle_shifted_only	0	
phase1full_clean_all_contrast_s1_vehicle_shifted_only_seed0	phase1full	clean_all	contrast	s1	vehicle_shifted_only	0	
phase1full_clean_all_contrast_s3_vehicle_shifted_only_seed0	phase1full	clean_all	contrast	s3	vehicle_shifted_only	0	
phase1full_clean_all_motion_blur_s1_vehicle_shifted_only_seed0	phase1full	clean_all	motion_blur	s1	vehicle_shifted_only	0	
phase1full_clean_all_motion_blur_s3_all_shifted_seed0	phase1full	clean_all	motion_blur	s3	all_shifted	0	
phase1full_clean_all_motion_blur_stress_rsu_shifted_only_seed0	phase1full	clean_all	motion_blur	stress	rsu_shifted_only	0	
phase1full_clean_all_defocus_blur_s1_vehicle_shifted_only_seed0	phase1full	clean_all	defocus_blur	s1	vehicle_shifted_only	0	
phase1full_clean_all_defocus_blur_s3_all_shifted_seed0	phase1full	clean_all	defocus_blur	s3	all_shifted	0	
phase1full_clean_all_defocus_blur_stress_rsu_shifted_only_seed0	phase1full	clean_all	defocus_blur	stress	rsu_shifted_only	0	
phase1full_clean_all_jpeg_s1_vehicle_shifted_only_seed0	phase1full	clean_all	jpeg	s1	vehicle_shifted_only	0	
phase1full_clean_all_jpeg_s3_all_shifted_seed0	phase1full	clean_all	jpeg	s3	all_shifted	0	
phase1full_clean_all_jpeg_stress_rsu_shifted_only_seed0	phase1full	clean_all	jpeg	stress	rsu_shifted_only	0	
phase1full_clean_all_fog_s1_vehicle_shifted_only_seed0	phase1full	clean_all	fog	s1	vehicle_shifted_only	0	
phase1full_clean_all_fog_s3_all_shifted_seed0	phase1full	clean_all	fog	s3	all_shifted	0	
phase1full_clean_all_fog_stress_rsu_shifted_only_seed0	phase1full	clean_all	fog	stress	rsu_shifted_only	0	
phase1full_clean_all_rain_s1_vehicle_shifted_only_seed0	phase1full	clean_all	rain	s1	vehicle_shifted_only	0	
phase1full_clean_all_rain_s3_all_shifted_seed0	phase1full	clean_all	rain	s3	all_shifted	0	
phase1full_clean_all_rain_stress_rsu_shifted_only_seed0	phase1full	clean_all	rain	stress	rsu_shifted_only	0	
phase1full_clean_all_snow_s1_vehicle_shifted_only_seed0	phase1full	clean_all	snow	s1	vehicle_shifted_only	0	
phase1full_clean_all_snow_s3_all_shifted_seed0	phase1full	clean_all	snow	s3	all_shifted	0	
phase1full_clean_all_latency_det_s2_all_shifted_seed0	phase1full	clean_all	latency_det	s2	all_shifted	0	
phase1full_clean_all_latency_det_stress_rsu_shifted_only_seed0	phase1full	clean_all	latency_det	stress	rsu_shifted_only	0	
phase1full_clean_all_latency_jitter_s2_vehicle_shifted_only_seed0	phase1full	clean_all	latency_jitter	s2	vehicle_shifted_only	0	
phase1full_clean_all_frame_lost_hold_s1_all_shifted_seed0	phase1full	clean_all	frame_lost_hold	s1	all_shifted	0	
phase1full_clean_all_frame_lost_hold_s3_rsu_shifted_only_seed0	phase1full	clean_all	frame_lost_hold	s3	rsu_shifted_only	0	
phase1full_clean_all_frame_lost_zero_s1_vehicle_shifted_only_seed0	phase1full	clean_all	frame_lost_zero	s1	vehicle_shifted_only	0	
phase1full_clean_all_frame_lost_zero_stress_all_shifted_seed0	phase1full	clean_all	frame_lost_zero	stress	all_shifted	0	
phase1full_clean_all_packet_drop_s2_rsu_shifted_only_seed0	phase1full	clean_all	packet_drop	s2	rsu_shifted_only	0	
phase1full_clean_all_packet_drop_stress_vehicle_shifted_only_seed0	phase1full	clean_all	packet_drop	stress	vehicle_shifted_only	0	
phase1full_clean_all_bandwidth_cap_s3_all_shifted_seed0	phase1full	clean_all	bandwidth_cap	s3	all_shifted	0	
phase1full_clean_all_fov_center_s1_rsu_shifted_only_seed0	phase1full	clean_all	fov_center	s1	rsu_shifted_only	0	
phase1full_clean_all_fov_center_s3_vehicle_shifted_only_seed0	phase1full	clean_all	fov_center	s3	vehicle_shifted_only	0	
phase1full_clean_all_fov_left_loss_s2_all_shifted_seed0	phase1full	clean_all	fov_left_loss	s2	all_shifted	0	
phase1full_clean_all_fov_left_loss_stress_rsu_shifted_only_seed0	phase1full	clean_all	fov_left_loss	stress	rsu_shifted_only	0	
phase1full_clean_all_fov_right_loss_s2_vehicle_shifted_only_seed0	phase1full	clean_all	fov_right_loss	s2	vehicle_shifted_only	0	
phase1full_clean_all_fov_top_loss_s1_all_shifted_seed0	phase1full	clean_all	fov_top_loss	s1	all_shifted	0	
phase1full_clean_all_fov_top_loss_s3_rsu_shifted_only_seed0	phase1full	clean_all	fov_top_loss	s3	rsu_shifted_only	0	
phase1full_clean_all_fov_bottom_loss_s1_vehicle_shifted_only_seed0	phase1full	clean_all	fov_bottom_loss	s1	vehicle_shifted_only	0	
phase1full_clean_all_fov_bottom_loss_stress_all_shifted_seed0	phase1full	clean_all	fov_bottom_loss	stress	all_shifted	0	
phase1full_clean_all_camera_crash_s2_all_shifted_seed0	phase1full	clean_all	camera_crash	s2	all_shifted	0	
phase1full_clean_all_camera_crash_stress_all_shifted_seed0	phase1full	clean_all	camera_crash	stress	all_shifted	0	
phase1full_clean_all_resolution_s2_all_shifted_seed0	phase1full	clean_all	resolution	s2	all_shifted	0	
phase1full_clean_all_resolution_stress_all_shifted_seed0	phase1full	clean_all	resolution	stress	all_shifted	0	
phase1full_clean_all_pose_noise_s2_all_shifted_seed0	phase1full	clean_all	pose_noise	s2	all_shifted	0	
phase1full_clean_all_pose_noise_stress_all_shifted_seed0	phase1full	clean_all	pose_noise	stress	all_shifted	0	
phase1full_clean_all_color_quant_s2_all_shifted_seed0	phase1full	clean_all	color_quant	s2	all_shifted	0	
phase1full_clean_all_color_quant_stress_all_shifted_seed0	phase1full	clean_all	color_quant	stress	all_shifted	0	
phase1full_clean_all_brightness_s2_all_shifted_seed0	phase1full	clean_all	brightness	s2	all_shifted	0	
phase1full_clean_all_brightness_stress_all_shifted_seed0	phase1full	clean_all	brightness	stress	all_shifted	0	
phase1full_clean_all_darkness_s2_all_shifted_seed0	phase1full	clean_all	darkness	s2	all_shifted	0	
phase1full_clean_all_darkness_stress_all_shifted_seed0	phase1full	clean_all	darkness	stress	all_shifted	0	
phase1full_clean_all_contrast_s2_all_shifted_seed0	phase1full	clean_all	contrast	s2	all_shifted	0	
phase1full_clean_all_contrast_stress_all_shifted_seed0	phase1full	clean_all	contrast	stress	all_shifted	0	
phase1full_clean_all_motion_blur_s2_all_shifted_seed0	phase1full	clean_all	motion_blur	s2	all_shifted	0	
phase1full_clean_all_motion_blur_s3_rsu_shifted_only_seed0	phase1full	clean_all	motion_blur	s3	rsu_shifted_only	0	
phase1full_clean_all_motion_blur_stress_vehicle_shifted_only_seed0	phase1full	clean_all	motion_blur	stress	vehicle_shifted_only	0	
phase1full_clean_all_defocus_blur_s2_all_shifted_seed0	phase1full	clean_all	defocus_blur	s2	all_shifted	0	
phase1full_clean_all_defocus_blur_s3_rsu_shifted_only_seed0	phase1full	clean_all	defocus_blur	s3	rsu_shifted_only	0	
phase1full_clean_all_defocus_blur_stress_vehicle_shifted_only_seed0	phase1full	clean_all	defocus_blur	stress	vehicle_shifted_only	0	
phase1full_clean_all_jpeg_s2_all_shifted_seed0	phase1full	clean_all	jpeg	s2	all_shifted	0	
phase1full_clean_all_jpeg_s3_rsu_shifted_only_seed0	phase1full	clean_all	jpeg	s3	rsu_shifted_only	0	
phase1full_clean_all_jpeg_stress_vehicle_shifted_only_seed0	phase1full	clean_all	jpeg	stress	vehicle_shifted_only	0	
phase1full_clean_all_fog_s2_all_shifted_seed0	phase1full	clean_all	fog	s2	all_shifted	0	
phase1full_clean_all_fog_s3_rsu_shifted_only_seed0	phase1full	clean_all	fog	s3	rsu_shifted_only	0	
phase1full_clean_all_fog_stress_vehicle_shifted_only_seed0	phase1full	clean_all	fog	stress	vehicle_shifted_only	0	
phase1full_clean_all_rain_s2_all_shifted_seed0	phase1full	clean_all	rain	s2	all_shifted	0	
phase1full_clean_all_rain_s3_rsu_shifted_only_seed0	phase1full	clean_all	rain	s3	rsu_shifted_only	0	
phase1full_clean_all_rain_stress_vehicle_shifted_only_seed0	phase1full	clean_all	rain	stress	vehicle_shifted_only	0	
phase1full_clean_all_snow_s2_all_shifted_seed0	phase1full	clean_all	snow	s2	all_shifted	0	
phase1full_clean_all_snow_s3_rsu_shifted_only_seed0	phase1full	clean_all	snow	s3	rsu_shifted_only	0	
phase1full_clean_all_latency_det_s2_rsu_shifted_only_seed0	phase1full	clean_all	latency_det	s2	rsu_shifted_only	0	
phase1full_clean_all_latency_det_stress_vehicle_shifted_only_seed0	phase1full	clean_all	latency_det	stress	vehicle_shifted_only	0	
phase1full_clean_all_latency_jitter_s3_all_shifted_seed0	phase1full	clean_all	latency_jitter	s3	all_shifted	0	
phase1full_clean_all_frame_lost_hold_s1_rsu_shifted_only_seed0	phase1full	clean_all	frame_lost_hold	s1	rsu_shifted_only	0	
phase1full_clean_all_frame_lost_hold_s3_vehicle_shifted_only_seed0	phase1full	clean_all	frame_lost_hold	s3	vehicle_shifted_only	0	
phase1full_clean_all_frame_lost_zero_s2_all_shifted_seed0	phase1full	clean_all	frame_lost_zero	s2	all_shifted	0	
phase1full_clean_all_frame_lost_zero_stress_rsu_shifted_only_seed0	phase1full	clean_all	frame_lost_zero	stress	rsu_shifted_only	0	
phase1full_clean_all_packet_drop_s2_vehicle_shifted_only_seed0	phase1full	clean_all	packet_drop	s2	vehicle_shifted_only	0	
